Player,Solo score,Solo top1,Solo kd,Solo winRatio,Solo matches,Solo kills,Solo minutesPlayed,Duos score,Duos top1,Duos kd,Duos winRatio,Duos matches,Duos kills,Duos minutesPlayed,Trios score,Trios top1,Trios kd,Trios winRatio,Trios matches,Trios kills,Trios minutesPlayed,Squads score,Squads top1,Squads kd,Squads winRatio,Squads matches,Squads kills,Squads minutesPlayed,LTM score,LTM top1,LTM top3,LTM kd,LTM winRatio,LTM matches,LTM kills,LTM minutesPlayed,Source
ᵀʷᶦᵗᶜʰMinerimOxe,217015,34,1.36,2.3,1461,1940,9074,3688048,3584,8.02,37.8,9477,47236,112416,101591,49,2.99,13.7,357,920,4168,554813,149,1.76,3.6,4123,7012,22854,90138,33,21,7.44,14.2,233,1487,2042,
Alpawarrior,2257251,372,1.15,1.7,21479,24195,94431,842720,350,0.96,3.3,10616,9848,36140,208397,27,0.81,2.1,1273,1005,10482,1245100,200,0.97,1.7,11451,10961,56351,256277,104,116,1.47,2.6,3976,5703,10180,
Noviiis.,1863400,1408,3.84,13.8,10201,33751,60022,766539,652,4.2,14.8,4417,15800,24716,364007,145,2.51,9.4,1539,3501,15237,1559002,1186,3.44,12.4,9549,28773,51913,278568,122,102,5.05,5.7,2139,10191,8696,
EDOBERI,4212928,416,1.43,2.7,15660,21869,179289,335066,86,1.27,6.2,1387,1647,14417,,,,,,,,5175,0,2.05,0,19,39,215,,,,,,,,,
KFC_Froggy 蛙組.,448050,28,0.91,1.1,2586,2332,20497,2738205,1453,1.05,11,13191,12354,107035,542892,214,0.93,8.5,2511,2147,23470,816725,227,1.01,5.3,4322,4127,34251,1296979,110,33,2.92,5.5,2006,5533,22480,
X_CuScO_X,3355052,1748,2.69,10,17399,42156,112601,452285,250,2.99,10.9,2291,6100,16981,73949,64,8.83,35.6,180,1024,2529,659947,346,3.26,12.9,2678,7592,24234,151804,51,38,8,7,732,5447,4660,
TheMagikToxicツ,165230,25,0.66,0.9,2829,1859,7237,2962523,1771,2.11,12.1,14650,27217,109695,348919,139,1.98,9.9,1399,2492,15020,1053282,316,1.3,4.2,7449,9293,43416,152969,44,76,2.98,5,872,2471,5117,
Lady Suralai,50303,3,0.66,1,308,200,2268,3592859,1628,0.71,10.9,14879,9416,152352,246622,99,0.72,10.2,974,634,10492,640677,172,0.76,6.5,2665,1901,27069,524936,42,70,1.18,3.8,1120,1277,12167,
мaykee,2219680,283,1.42,1.3,21364,30031,83417,317747,118,1.26,3.6,3277,3977,12114,610345,219,2.77,7.9,2784,7103,24803,1382227,298,1.75,2.9,10377,17659,56424,90830,32,39,1.65,2.6,1253,2009,3080,
Giant_Lana,1247739,135,0.87,1.5,8865,7560,53043,1784229,582,0.74,5.3,11061,7721,76368,103739,39,1.01,7,560,528,4234,1391876,252,0.78,2.5,10205,7769,60434,603253,87,85,1.31,3.1,2766,3522,16020,
Sologaming786,113232,28,1.64,4.4,639,1004,4757,1775289,1411,3.34,23.8,5936,15097,60919,360771,290,5.08,31.1,931,3259,12105,2280778,1526,2.96,19.7,7751,18410,81433,158716,29,17,11.97,7.9,365,4022,4484,
PWR Chanzes,2368003,1429,4.66,14.1,10155,40674,68542,861949,683,4.78,18.3,3740,14616,26735,358763,156,2.12,11.4,1369,2572,15838,923284,557,3.01,10.3,5404,14584,33971,157632,91,72,4.32,9.6,950,3713,4923,
MaquinaOvalle,3636329,259,0.98,0.8,33151,32093,144896,136306,35,0.7,2.4,1464,997,5787,60543,11,0.79,2.5,444,341,2636,669368,112,1.02,2.4,4750,4717,27878,480494,31,33,2.68,1.1,2945,7809,18491,
3.R,107967,19,1.83,2.5,753,1340,4338,1810206,1010,3.17,10.9,9282,26262,64121,631242,205,2.4,7.8,2620,5804,26628,1954813,650,2.47,5.7,11464,26758,74358,11615,8,9,6.7,19.5,41,221,282,
spuliX,1333281,642,2.5,9.6,6695,15116,48072,1615067,884,2.44,10,8882,19478,59942,223787,82,2.08,9.1,903,1711,10489,1325989,836,2.85,13.9,6002,14700,46003,162721,75,95,2.53,6.7,1127,2665,5330,
oG Fruittyy ツ,792916,96,1.27,1.9,5188,6466,33666,1859357,971,2.27,10.6,9173,18594,73565,124159,15,1.39,2.6,579,782,6313,1722060,445,1.59,4,11235,17126,73158,93696,22,25,4.23,5.4,410,1643,3665,
Ƀaki Ψ,1772425,307,1.28,4.2,7303,8978,75622,1913932,936,1.56,12.1,7751,10652,75144,76481,37,1.53,11.5,323,437,3082,734142,163,1.31,4.9,3338,4148,31045,504158,115,258,2.62,5.7,2002,4938,20813,
psn(pr-noga),39153,1,0.71,0.4,267,188,1795,4422153,1015,1.11,3.7,27090,28881,191059,3432,0,1.67,0,18,30,162,35711,3,0.77,1.2,256,195,1601,31347,5,12,1.93,3.1,159,297,1238,
SS_RAFA,852746,231,2.46,6.3,3688,8490,31144,2236707,1212,2.58,13,9317,20930,84635,414715,155,1.91,9.4,1642,2839,18199,992471,311,2.1,6.9,4512,8814,39146,114462,22,25,3.23,4.5,487,1503,3640,
packet loss leo,16610,7,1.16,2.8,251,283,692,3787003,2128,1.54,9,23576,33053,137260,281331,77,0.88,5.2,1473,1224,12972,408658,119,1.22,3.5,3389,3975,16827,84815,47,44,3.14,9.2,510,1453,2888,
PapaMatze1968,1228065,48,0.8,0.4,10849,8683,53952,2280791,594,1,3.5,16742,16135,98483,89262,26,0.82,5.6,464,360,3981,884102,199,0.74,2.7,7349,5279,38093,834025,105,91,4.73,6.9,1519,6691,13780,
TwitchKingcocos,1015752,150,0.71,2.8,5318,3658,47092,1888955,769,0.69,9.2,8354,5208,84345,253502,85,1.03,8.4,1007,949,11409,1322360,280,0.59,4.2,6615,3756,60926,248135,16,51,2.13,1.8,874,1827,10332,
MBA-Jancs,1142160,189,1,2.3,8208,8054,51285,1453144,809,2.89,14.5,5590,13821,56082,406829,216,3.66,16.4,1315,4017,15862,1476191,357,1.79,5.3,6796,11527,62356,395551,84,38,6.04,6.5,1285,7260,9535,
AUS_SWAGG,1445416,1390,4.55,17.2,8066,30366,48488,1114443,1419,4.82,19,7477,29197,34718,253827,158,4.43,19.8,796,2827,9341,1663442,1465,4.36,18.1,8091,28895,58995,117080,104,82,4.36,9.8,1065,4192,3976,
ozy.man.dias,1394628,296,1.08,6.5,4585,4627,61094,1900556,1137,1.66,17.8,6387,8723,76555,231632,103,1.58,11.7,880,1228,10278,954602,352,1.52,10.6,3315,4494,40258,574157,30,58,3.77,2,1464,5402,17998,
ΨDOX,1552279,556,2.34,4.5,12365,27671,51659,658340,472,2.56,8.8,5348,12493,23264,162912,67,4.09,9,744,2767,5771,2105692,936,2.89,9.1,10291,27032,72930,215016,112,108,3.13,6.6,1689,4931,7312,
Twitch FRKOH,1058530,676,4.23,13.4,5044,18482,31124,2027505,1892,5.05,20.8,9099,36398,68857,335602,263,8.24,30.3,868,4984,11287,1045983,765,3.1,10.8,7104,19679,37351,272712,148,170,3.93,11.8,1259,4370,8697,
EL PRESUMIDO FB,2617805,878,2.39,6.4,13757,30741,92294,601716,204,2.19,5.7,3571,7381,23857,477497,141,2.17,6.7,2117,4279,21437,773168,223,2.29,5.8,3870,8352,30586,242121,24,29,9.14,3.3,734,6490,7273,
05 ToyseTe,44816,15,0.85,2,763,638,1860,2977180,1801,2.62,13.7,13140,29701,111963,497751,163,2.21,8.4,1944,3943,22897,952082,306,1.75,5.8,5273,8705,39163,252698,48,87,4.56,4.9,981,4250,7759,
CRONOS Ω,2253768,585,2.15,4.1,14227,29397,77171,810770,299,1.89,5.9,5106,9084,31981,174948,129,6.36,25.1,514,2450,5641,1219821,509,2.23,8,6391,13121,44792,940344,194,293,2.54,4.1,4753,11595,34742,
facu giorgetta29,4253032,1483,1.36,7,21071,26728,181514,81926,28,0.88,2.7,1051,897,3531,8776,2,1.26,3.6,56,68,398,115683,22,0.82,1.3,1686,1358,5014,86662,3,13,2.44,0.5,625,1519,2979,
88Uncle Jimmy88,550169,57,1.33,1.8,3218,4203,22158,2397481,723,1,5,14349,13584,102554,357490,123,1.75,7.8,1576,2537,14335,1153239,107,0.92,1.4,7607,6910,50579,64905,7,20,1.26,1.6,430,531,2551,
OG Thunderbons,824131,92,0.91,2,4650,4136,35341,1802567,634,1.61,8,7929,11725,76590,120506,38,1.94,7.4,512,920,5000,1710073,274,1.13,3.2,8553,9329,74628,644186,96,65,2.5,5,1903,4526,16611,
F.ION MrPotage,1574965,215,1.29,1.6,13045,16597,62326,698618,276,1.97,7.8,3534,6412,27303,390553,128,2.03,7.1,1813,3421,16658,1799170,471,1.83,5.1,9314,16172,70646,211199,59,58,3.9,5.4,1097,4051,7150,
bencas31,4228743,508,0.97,1.6,31362,30042,183484,150656,24,0.64,1.6,1507,955,6941,,,,,,,,79611,21,1.21,3.3,646,758,3361,218061,9,13,2.96,0.9,1018,2986,8257,
Remister.,749116,105,0.75,1.8,5783,4278,32494,2123662,705,0.98,5.7,12275,11364,94072,352058,96,1.49,6.1,1572,2201,15473,1231200,196,0.86,2.5,7837,6540,55303,681486,72,39,4.5,3.6,2020,8775,16220,
Sk Fedee,958062,65,1.46,0.8,7880,11411,37844,1597561,683,1.94,5.5,12421,22771,61232,579933,107,1.78,3.5,3062,5262,26787,1313871,204,1.66,2.3,9021,14626,56638,173956,23,27,2.62,3.5,650,1645,4203,
JUST SLO7,786949,174,1.28,2.7,6455,8050,30568,1519612,684,1.85,6.9,9929,17082,56115,274521,93,2.26,7.4,1257,2633,11214,1872951,566,1.9,4.9,11493,20804,70329,98728,15,16,1.74,2.1,709,1210,3156,
Yanniツ,2504274,2243,5.6,23.1,9723,41893,79342,570451,1376,5.09,23.1,5949,23297,18475,56167,24,2.35,12.6,191,393,2599,1316019,1410,5.46,25.1,5625,23012,41154,142271,165,112,5.92,15.9,1038,5172,3410,
FB Alibaba,2151461,249,1.64,1.7,14514,23428,87655,396389,140,1.41,3.3,4187,5709,14600,671212,164,1.48,4.6,3600,5083,30266,1230189,257,1.42,2.7,9531,13131,53216,19172,7,9,2.02,4,176,341,682,
Ratdog Fink,3582969,461,1.04,3,15481,15638,162042,364696,87,1.36,5.8,1509,1936,16699,69402,11,1.77,4.2,262,445,3135,431257,51,1.05,2.7,1915,1962,19746,39300,0,1,2.76,0,121,334,1546,
TCE quietin 80,1617342,540,3.08,6.6,8183,23534,57903,392591,227,2.73,7.5,3038,7667,13083,1039008,500,4.64,12.9,3882,15686,36502,1394396,566,3.3,8,7043,21367,50712,145533,51,59,5.05,6.3,813,3849,4475,
JO hudhud,447257,122,1.8,3.9,3096,5365,16819,2819010,2035,3.43,18.3,11090,31031,86369,166737,46,2.07,6,764,1489,7107,1010227,450,2.07,6.8,6577,12710,36684,53683,38,37,3.75,17.6,216,668,1448,
RNG COQTO,3287848,810,1.8,3,26853,46884,131283,204909,149,1.7,5,2989,4840,7402,244544,86,1.43,8,1074,1414,11231,702581,289,1.6,3.9,7335,11270,27887,42097,30,25,2.01,5,596,1140,1169,
BigGipp.ttv,181871,93,2.15,8.6,1080,2119,7098,2945862,2400,3.2,21.7,11037,27619,102327,175914,110,2.86,19.9,552,1263,7239,1136305,724,2.18,10.5,6916,13488,42097,170273,27,34,5.5,4.3,634,3339,5498,
Kalaaleq Beast,282860,15,0.89,0.8,1838,1621,12701,2677756,1150,1.55,8.2,14050,20044,107776,297246,127,1.79,10.5,1215,1943,12394,1179657,232,1.24,3.3,7019,8431,49932,57458,23,37,1.74,5.8,399,654,2007,
Willya Ben Ova,9636,0,0.26,0,200,52,526,3687645,944,1.17,5.2,18220,20218,157156,146817,26,0.7,3.3,794,541,6888,588611,70,0.98,2.4,2977,2861,25961,54244,4,14,0.78,1.2,334,259,2305,
RealDeadDylanTTV,817236,139,1.59,3.6,3860,5908,35607,1976986,717,2.39,7.4,9740,21526,79194,21124,5,2.57,5.4,92,224,886,1614470,509,2.39,6.7,7649,17068,61337,84764,30,54,3.26,7.9,380,1141,3197,
ҠillswitcҤ,2616792,231,0.87,1.6,14102,12066,112842,1010997,384,0.83,7.8,4897,3742,42412,87829,43,1.43,12.6,342,428,3634,710625,126,0.77,3.6,3471,2586,31990,78561,14,12,3.82,5.2,267,967,2950,
pepeluvil,716906,92,0.82,2.1,4421,3539,32033,1983820,765,0.92,6.1,12507,10754,82623,253521,83,1.07,6.9,1208,1200,10898,1467694,221,0.84,2.1,10461,8630,64510,461556,41,64,2.77,2.2,1836,4971,16483,
W-Barrett_ONE,1104572,528,3.67,13.9,3792,11981,37919,1724105,1367,5.25,27.2,5023,19190,57772,494338,416,7.18,31.9,1306,6391,16328,1100600,576,3.52,15.1,3809,11382,39842,33552,18,14,8.71,18.9,95,671,1119,
Mikest584,4724,0,0.53,0,209,110,210,3763748,2879,1.33,15.8,18275,20482,133149,340565,203,2.12,18,1125,1957,12489,312947,90,0.99,4.2,2163,2054,12775,223032,32,25,5.41,5.2,619,3175,6632,
GordinDaTwitch,81389,52,2.3,9.1,570,1191,3274,2789065,2425,7.15,31.2,7762,38182,93226,320095,148,2.72,12.6,1170,2783,14033,1223839,939,3.8,16.5,5698,18083,44201,421838,174,180,10.01,16,1085,9119,10742,
ChickPhilay,263075,38,1.5,2.1,1803,2651,10331,2764381,1319,2.64,10.6,12419,29273,100728,622895,162,1.77,5.7,2841,4738,28802,767409,191,1.74,4.9,3919,6500,31591,156986,49,57,7.25,11.9,412,2632,3977,
Settióp,2958200,1754,4.19,13.9,12659,45662,91632,536601,643,4.18,23.1,2787,8955,16520,198355,121,2.98,17.9,677,1658,7013,722892,537,2.95,15.2,3544,8873,31131,127851,97,23,9.99,23.2,419,3216,2834,
binedebił,382738,194,2.64,8.5,2276,5503,13637,1878575,1497,4.3,19.8,7575,26149,65176,341968,175,3.17,13.3,1316,3613,14281,1806864,1027,3.33,13.3,7741,22333,65957,130765,72,58,6.02,14,515,2665,4147,
GamingwGhoulTV,63057,26,1.97,6.4,408,753,2182,3951274,2775,3.57,18.6,14920,43301,134817,83954,37,2.93,11.3,326,848,3197,309223,124,2.69,9.5,1302,3167,11254,72967,18,25,6.06,5.7,314,1793,2368,
whﱞiskey,43482,15,1.1,6,248,257,1960,3355157,2437,2.16,19.7,12362,21435,119037,221384,125,2.16,16,782,1417,8910,788202,290,1.45,8.3,3500,4643,32816,442291,198,248,3.18,12.1,1632,4557,14118,
a Glad Lad,2020823,108,1.2,0.9,11496,13631,89476,774890,341,2.17,9.4,3643,7150,29614,267615,50,1.23,3.8,1326,1565,12852,1342521,178,1.47,2.2,8170,11717,55649,108379,18,42,3.51,3.6,496,1676,4043,
MBG-Muallim-Naci,2079997,301,1.4,0.9,32776,45588,79621,1419767,732,1.87,7.2,10123,17576,53153,234968,41,1.96,3.2,1268,2399,9928,668566,184,1.59,2.2,8275,12850,26037,374562,24,21,4.48,1.3,1885,8333,14219,
itsjust_Ivy_,296749,9,0.88,0.3,2769,2427,12597,3752180,1803,1.29,8.7,20823,24527,141078,68784,27,1.27,8.4,320,371,2833,286242,57,0.89,2.9,1995,1723,11683,151446,47,90,2.22,6.9,684,1417,5026,
Ar1us.,2283806,222,1.38,1.5,14986,20336,96091,387609,103,1.25,2.9,3521,4267,15799,739067,200,1.71,5.5,3607,5835,33247,992785,166,1.55,2.8,5970,8978,43095,26187,5,4,3.06,7,71,202,448,
Flames Getteyyy,1611405,708,3.01,7.9,8956,24853,60542,480584,441,4.47,16,2752,10326,16786,862669,471,3.99,15.9,2963,9939,32022,1446733,852,3.54,11.6,7352,22992,52924,331691,283,189,5.48,13,2172,10354,9257,
SouuThY,666690,440,4.45,13.7,3222,12389,23186,807031,1969,6.43,27.6,7135,33233,24893,952999,595,5.2,20.5,2903,12007,33151,1972871,1661,5.11,19.4,8561,35235,68367,98695,108,84,8.15,25.7,420,2544,2837,
MåÐamButterƒly,559850,80,0.64,1.7,4774,3020,24883,1478129,558,0.34,3.6,15372,5082,66147,225485,54,0.97,4.9,1101,1011,10077,2139840,498,0.73,3.9,12706,8922,93067,265989,17,26,1.75,1.7,1012,1741,9699,
miniyo2,82417,5,0.28,0.8,597,166,4179,3345942,1189,0.48,6.4,18459,8340,147813,313313,61,0.59,3.7,1649,931,14984,653014,80,0.55,2.1,3771,2045,30427,246969,32,50,1.3,3.3,979,1234,8336,
ttwyla,223485,63,2.23,6.5,964,2008,8209,1781105,934,1.55,9.6,9778,13667,67437,488243,452,7.78,40,1130,5274,14955,1897980,872,1.62,7.5,11613,17404,69347,198026,19,27,6.5,2.8,673,4250,7131,
Tishø,374857,28,0.24,0.2,14316,3500,10800,3233058,597,0.39,1.3,46033,17578,149998,78802,21,1.35,5.1,413,529,3399,701253,153,0.82,2,7696,6170,29987,584007,70,68,2.48,2.3,3062,7409,19849,
Code DashCb,434980,138,1.44,5.6,2457,3342,17604,2716920,1615,1.64,11.9,13595,19625,102360,234790,150,3.15,20.7,724,1809,8856,989076,439,1.68,8.9,4924,7522,38589,605798,73,70,2.6,4.1,1779,4441,16973,
Jacobreyli ӝ,1550041,286,1.7,2.5,11346,18754,60777,966080,497,2.95,11.1,4495,11785,33986,552169,184,2.07,7.6,2421,4624,23399,1300249,335,2.02,4.3,7745,14961,50928,177982,59,46,4.22,7.1,832,3262,4948,
djharrymusicTV,977202,74,1.15,1.2,6112,6973,43418,1142003,535,2.1,10.2,5225,9872,42989,788290,252,1.52,7.2,3493,4915,34864,1450750,346,1.41,4.4,7895,10679,60125,49873,12,21,2.18,4.6,263,547,1791,
